"date","cross","trt","plate","plate.no","well.no","length.pix","calib.pix","length.mm"
2019-04-01,"F12M14",4.5,28,"2-28D","2-28D-5",246.31,21.6966666666667,11.3524350898756
2019-03-05,"F07M12",4.5,29,"2-29B","2-29B-4",224.52,21.3333333333333,10.524375
2019-03-08,"F07M12",4.5,29,"2-29B","2-29B-4",235.38,21.2666666666667,11.0680250783699
2019-03-10,"F01M04",4.5,29,"2-29D","2-29D-3",213.75,21.3166666666667,10.027365129007
2019-03-18,"F01M04",4.5,29,"2-29D","2-29D-2",224.79,21.94,10.2456700091158
2019-03-20,"F01M04",4.5,29,"2-29D","2-29D-1",216.71,21.7433333333333,9.96673309826767
2019-03-24,"F07M12",4.5,29,"2-29A","2-29A-3",247.35,22.1,11.1923076923077
2019-03-26,"F07M12",4.5,29,"2-29A","2-29A-4",240.34,21.7466666666667,11.0518087063151
2019-03-26,"F07M12",4.5,29,"2-29B","2-29B-6",257.48,21.7466666666667,11.8399754751686
2019-03-28,"F07M12",4.5,29,"2-29A","2-29A-2",244.07,21.8733333333333,11.1583358732094
2019-03-28,"F07M12",4.5,29,"2-29B","2-29B-3",244.2,21.8733333333333,11.1642791831759
2019-03-30,"F07M12",4.5,29,"2-29A","2-29A-1",257.39,21.6633333333333,11.881366364056
2019-03-30,"F07M12",4.5,29,"2-29A","2-29A-6",251.9,21.6633333333333,11.6279427604247
2019-03-30,"F07M12",4.5,29,"2-29B","2-29B-2",245.02,21.6633333333333,11.3103554392984
2019-04-01,"F07M12",4.5,29,"2-29A","2-29A-5",237.27,21.6333333333333,10.9677966101695
2019-04-01,"F07M12",4.5,29,"2-29B","2-29B-1",238.47,21.6333333333333,11.0232665639445
2019-04-03,"F07M12",4.5,29,"2-29B","2-29B-5",312.57,29.06,10.7560220233999
2019-03-08,"F09M11",4.5,30,"2-30A","2-30A-3",212.02,21.1633333333333,10.0182705937943
2019-03-12,"F09M11",4.5,30,"2-30B","2-30B-3",215.88,21.2833333333333,10.1431480031323
2019-03-18,"F12M14",4.5,30,"2-30C","2-30C-3",239.81,21.76,11.0206801470588
2019-03-18,"F12M14",4.5,30,"2-30C","2-30C-6",242.57,21.76,11.1475183823529
2019-03-22,"F09M11",4.5,30,"2-30B","2-30B-2",235.44,21.89,10.7555961626313
2019-03-22,"F09M11",4.5,30,"2-30B","2-30B-5",224.55,21.89,10.2581087254454
2019-03-24,"F09M11",4.5,30,"2-30A","2-30A-2",218.53,21.8566666666667,9.9983224035382
2019-03-24,"F12M14",4.5,30,"2-30C","2-30C-2",247.34,21.8566666666667,11.3164556962025
2019-03-24,"F12M14",4.5,30,"2-30C","2-30C-5",227.32,21.8566666666667,10.4004880280616
2019-03-24,"F12M14",4.5,30,"2-30D","2-30D-3",243.24,21.8566666666667,11.1288699100198
2019-03-24,"F12M14",4.5,30,"2-30D","2-30D-4",236.35,21.8566666666667,10.8136342839713
2019-03-24,"F12M14",4.5,30,"2-30D","2-30D-5",252.06,21.8566666666667,11.5324081134665
2019-03-24,"F12M14",4.5,30,"2-30D","2-30D-6",233.8,21.8566666666667,10.6969650754918
2019-03-24,"F12M14",4.5,30,"2-30C","2-30C-4",246.52,21.8833333333333,11.2651942117289
2019-03-26,"F09M11",4.5,30,"2-30A","2-30A-6",246.1,21.48,11.4571694599628
2019-03-26,"F09M11",4.5,30,"2-30B","2-30B-6",217.14,21.48,10.108938547486
2019-03-28,"F09M11",4.5,30,"2-30B","2-30B-1",211.5,21.58,9.80074142724745
2019-04-01,"F09M11",4.5,30,"2-30A","2-30A-5",224.15,21.4966666666667,10.4271980151962
2019-04-01,"F09M11",4.5,30,"2-30B","2-30B-4",202.14,21.4966666666667,9.40331834392929
2019-03-20,"F07M12",4.5,90,"2-90D","2-90D-1",227.16,21.5066666666667,10.5623062616243
2019-03-22,"F07M12",4.5,90,"2-90D","2-90D-6",240.17,21.7233333333333,11.0558539205156
2019-03-24,"F01M01",4.5,90,"2-90A","2-90A-1",237.29,21.7666666666667,10.9015313935681
2019-03-24,"F07M12",4.5,90,"2-90C","2-90C-2",237.48,21.7666666666667,10.9102603369066
2019-03-24,"F07M12",4.5,90,"2-90D","2-90D-2",253.3,21.7666666666667,11.6370597243492
2019-03-24,"F07M12",4.5,90,"2-90D","2-90D-4",238.68,21.7666666666667,10.9653905053599
2019-03-26,"F01M01",4.5,90,"2-90B","2-90B-1",242.87,21.97,11.0546199362767
2019-03-26,"F07M12",4.5,90,"2-90D","2-90D-3",241.76,21.97,11.0040964952208
2019-03-28,"F07M12",4.5,90,"2-90C","2-90C-4",243.59,21.6466666666667,11.2530027717893
2019-03-28,"F07M12",4.5,90,"2-90C","2-90C-6",245.86,21.6466666666667,11.3578688019711
2019-03-30,"F07M12",4.5,90,"2-90C","2-90C-3",245.52,21.7633333333333,11.2813600857712
2019-03-30,"F07M12",4.5,90,"2-90C","2-90C-5",235.52,21.7633333333333,10.8218716495635
2019-04-01,"F01M01",4.5,90,"2-90A","2-90A-4",242.99,21.56,11.2704081632653
2019-04-01,"F07M12",4.5,90,"2-90D","2-90D-5",240.24,21.56,11.1428571428571
2019-04-03,"F07M12",4.5,90,"2-90C","2-90C-1",329.37,29.1733333333333,11.29010511883
